time,P_mean,95th,5th
00:00,0.00027623293851170017,0.0002731593233022134,0.00027924152682548553
00:15,0.0003791107233342972,0.0004040711517231954,0.0003468654307471064
00:30,0.0003961741219047077,0.0004233711209788993,0.0003610640312411012
00:45,0.0002886821251976007,0.0003132573391694954,0.0002682033321318028
01:00,-0.0002301484711367957,-0.00024379461110310419,-0.0002203123204332913
01:15,-0.0005108469126531984,-0.0005613428692698985,-0.00048247762160830154
01:30,-0.0002984490485061081,-0.0002937697571469,-0.0003051390493526013
01:45,-0.00012839543087829475,-0.00013047306521130064,-0.00014407091332530042
02:00,-0.0002729742843946975,-0.00028885009406870443,-0.00026655613615539364
02:15,-0.00039461384460699744,-0.00043280826194910804,-0.00037130632089499294
02:30,-0.0002814669957119098,-0.0003169982012549005,-0.0002704166323997115
02:45,-0.000338131801687902,-0.00034269816895150795,-0.00033069392494779193
03:00,-0.0003020364646834084,-0.00031106160614668976,-0.0002986398490611025
03:15,-0.0003911860362611902,-0.0004194375332891992,-0.000378044518893797
03:30,-0.0004036493073509978,-0.0004349673718982011,-0.0003894133168187014
03:45,-0.0002779101667621936,-0.0002817312199345917,-0.0002768133874508083
04:00,-7.127042887429547e-05,-8.796672281620455e-05,-7.865453016020485e-05
04:15,-3.6642304948306115e-05,-2.536407096311033e-05,-4.4895369916198025e-05
04:30,-0.00014715270879159248,-0.00016972010673919902,-0.00013686936258219817
04:45,0.00042007862832529885,0.00047158119648330055,0.0003664732558822936
05:00,0.00014652326503990232,0.00013253380066539922,0.0001444885594552997
05:15,-9.768954599119473e-05,-0.00011918234634659963,-7.574290523350291e-05
05:30,-0.2422825773642675,-0.2415818898390178,-0.24288592374331458
05:45,-0.0750335885539094,-0.0746093511607919,-0.0754456380412204
06:00,0.1448667695932292,0.14960459037949392,0.1398923454010557
06:15,0.1490222780312224,0.1523380033061069,0.1454387397171805
06:30,0.15110259368309048,0.1542435464753538,0.14775896845646272
06:45,0.1509810276908711,0.15373102086216459,0.1480493501809331
07:00,0.12393173071594091,0.1250492312026404,0.1226679199251715
07:15,0.09790446258707691,0.098224979776134,0.09746171220331941
07:30,0.0851362004615266,0.0850203212518249,0.0851327807958878
07:45,0.0745096939684953,0.0744899012556075,0.07448091347451181
08:00,0.0639638808415714,0.06368777482121232,0.06418826698353881
08:15,0.058860837898524004,0.058645304357878486,0.05902392213773419
08:30,0.04999268917820998,0.04960002586179238,0.05036695199866001
08:45,0.04366955295907579,0.043353171856149286,0.043985164013932904
09:00,0.04097910599197399,0.040596963815580284,0.04134264821170658
09:15,0.036980868573564,0.0365338331309962,0.0374232722957466
09:30,0.03574009180067822,0.0352511912633576,0.03621743974419481
09:45,0.034284775215957214,0.03386129040567171,0.034712247456980205
10:00,-0.5697152634750047,-0.5683270075728787,-0.5704854019937454
10:15,-0.23745174167358837,-0.2378752754705457,-0.2368318662710329
10:30,-0.09808905195906678,-0.0986562283414891,-0.09746906425735619
10:45,-0.02073971398128638,-0.02049709059092919,-0.02100158491019602
11:00,-0.0023666202214950027,-0.002319213558923422,-0.002454401588863203
11:15,0.0035869495347599922,0.0035857094903818942,0.003563215385564311
11:30,0.005066078006969593,0.005036613035830195,0.005073027460442414
11:45,0.002036144570652515,0.0018324183440458774,0.0022200765485432816
12:00,0.0026768633454875013,0.0026732106213289974,0.002675679720782115
12:15,0.0038202088630029107,0.00388019711281129,0.003758205203759385
12:30,0.003018071637678893,0.003016293116698404,0.002993084939327123
12:45,0.0019491999800513027,0.0019552531719403132,0.001934948071674908
13:00,0.0019697770791655966,0.0020106935742321974,0.0019147902995515775
13:15,0.001111651275876202,0.0010683522053354932,0.0011321934123345034
13:30,0.0007074653776437956,0.0006078224467842841,0.0007749844576992737
13:45,0.0006335693305498935,0.0005639379774849962,0.0006934502546336041
14:00,-0.0019251204091287888,-0.0021794031535976033,-0.0016699987205661126
14:15,-2.889480126880284e-05,-8.041668005109859e-05,1.5254374141904226e-05
14:30,0.0009329919123904074,0.0009847277520876052,0.0008819012401078963
14:45,0.0007303445396630859,0.00073180975163889,0.0007256962885386076
15:00,0.0009303007811949926,0.0009378250911852015,0.0009083957871439119
15:15,0.0007018867247146066,0.0006726365738810025,0.0007263471100353025
15:30,-5.425744006049005e-05,-9.41190899849953e-05,-1.646601707341877e-05
15:45,0.0006171250509723059,0.0006118938351035164,0.0006078768599963869
16:00,0.00011011990225140433,7.031512192889888e-05,0.00014789271533319215
16:15,0.00021803437755230082,0.00018327072592499993,0.0002425358889205087
16:30,-0.22814061954390788,-0.22687150282545732,-0.22931485816105618
16:45,-0.0715259278824256,-0.07105460946687381,-0.0719662146463382
17:00,0.1937173418879254,0.198952016178107,0.1882338550537006
17:15,0.18372569090359298,0.1867168511114429,0.18043080966473599
17:30,0.1501417706971589,0.1516968398106599,0.1483968119056682
17:45,0.1288959403016046,0.1294551615327179,0.1281812395337346
18:00,0.1223989650249439,0.12276205655768038,0.12190807456966121
18:15,0.1078984740525083,0.10778088498754909,0.10791498202219582
18:30,0.0921958581069153,0.0918317144255148,0.09248068783738189
18:45,0.0754293687233549,0.07501756701953091,0.0758131991413111
19:00,0.06254411365613907,0.06201842796481663,0.06303958271398283
19:15,0.055870752427389814,0.05538483051317969,0.0563241201691318
19:30,0.04628716869862601,0.045736545505738385,0.04682004936724499
19:45,0.039225997127053075,0.038616742310628005,0.039820960187623794
20:00,-0.5048330289742953,-0.5038332107382106,-0.5051988004932642
20:15,-0.2413385719145229,-0.24183156602529732,-0.2405822041718826
20:30,-0.1049079794503259,-0.105433442704287,-0.1042741054994416
20:45,-0.030314895661556596,-0.03038884663937841,-0.030210849308294208
21:00,-0.004521795849789567,-0.00439296915397519,-0.004640481058021506
21:15,0.004481488457427574,0.00450606462922909,0.004447235448877318
21:30,0.008615691244136414,0.00857949310581041,0.00862262254391083
21:45,0.00916187067651758,0.009245809442019526,0.009057687661258584
22:00,0.002983859769599917,0.002796583189213886,0.0031638837833621314
22:15,0.001935416993937178,0.001832272196135798,0.00203470635009928
22:30,-0.00022025486808230355,-0.00040210412931390715,-6.02424738845031e-05
22:45,0.001033181146338713,0.0009825440881688352,0.0010621844747187859
23:00,0.001557550699431809,0.0015295711737269846,0.0015796462335790074
23:15,0.0009380783554908956,0.0009050995264748007,0.0009597323953398074
23:30,0.000727282661893397,0.0007335689540615142,0.0007152865642245931
23:45,0.0009915191681213742,0.0010203378192892854,0.0009561555582139059
